step,loss
0,4.4227752685546875
1,4.40950870513916
2,4.409257411956787
3,4.409244537353516
4,4.409238338470459
5,4.409236431121826
6,4.409237384796143
7,4.409235954284668
8,4.409235954284668
9,4.409235954284668
10,4.409235954284668
11,4.409235000610352
12,4.409235954284668
13,4.409235000610352
14,4.409235954284668
15,4.409221649169922
16,4.409235954284668
17,4.409235954284668
18,4.409235954284668
19,4.409235954284668
20,4.409234523773193
21,4.409235954284668
22,4.409235000610352
23,4.409235954284668
24,4.409221649169922
25,4.409235954284668
26,4.409235954284668
27,4.409235000610352
28,4.409235954284668
29,4.409236431121826
30,4.409235954284668
31,4.409238338470459
32,4.409235954284668
33,4.409230709075928
34,4.409235954284668
35,4.409234046936035
36,4.409235954284668
37,4.409235954284668
38,4.409236431121826
39,4.409242630004883
40,4.409234523773193
41,4.409235000610352
42,4.409236907958984
43,4.409237861633301
44,4.409236431121826
45,4.409235954284668
46,4.409238338470459
47,4.40923547744751
48,4.409243106842041
49,4.409234046936035
50,4.409235954284668
51,4.409242630004883
52,4.409237384796143
53,4.409233570098877
54,4.409241676330566
55,4.40922737121582
56,4.40923547744751
57,4.409242630004883
58,4.409246921539307
59,4.409233093261719
60,4.409248352050781
61,4.409234046936035
62,4.409234046936035
63,4.40923547744751
64,4.40923547744751
65,4.409234523773193
66,4.409234046936035
67,4.4092254638671875
68,4.409235000610352
69,4.409232139587402
70,4.40925407409668
71,4.409237861633301
72,4.409233093261719
73,4.409246921539307
74,4.409235954284668
75,4.4092302322387695
76,4.409214019775391
77,4.409238338470459
78,4.409204006195068
79,4.409229755401611
80,4.409236431121826
81,4.409238815307617
82,4.409238338470459
83,4.4092230796813965
84,4.409204006195068
85,4.409238338470459
86,4.409219264984131
87,4.40923547744751
88,4.409176826477051
89,4.40917444229126
90,4.409223556518555
91,4.409188270568848
92,4.40924072265625
93,4.4092302322387695
94,4.40924072265625
95,4.40923547744751
96,4.409228801727295
97,4.409262657165527
98,4.409236907958984
99,4.409214973449707
